Company code,Company Name,Sector,Industry,Year,EPS,BVPS,ROA,ROE,DIV,P/E Ratio,DAR,MB,DY,Market Cap,Total Assets,Year end price
NAB,National Australia Bank Limited,Financial Services,Banks - Diversified,2022,2.141,19.207329669015255,0.006530973551973887,17.873797262501693,1.51,12.624021670017662,0.18170815618229483,1.4071727231874767,0.05586792592370953,83068220195.20312,1055126000000.0,27.028030395507812
CSL,CSL Limited,Healthcare,Biotechnology,2022,4.81,30.105925274010282,0.07954208706695802,1.9445035156919848,3.18121,58.26034704513709,0.34071121145840566,9.308209820378021,0.011352047385880177,135690428656.56152,28346000000.0001,280.2322692871094
BHP,BHP Group Limited,Basic Materials,Other Industrial Metals & Mining,2022,6.106,8.582580496100576,0.3246957947166005,1.9514825903293278,4.632398,6.69320997081348,0.17262467688039845,4.7618242672300575,0.11334819695272179,207215544812.7832,95166000000.0,40.86874008178711
CBA,Commonwealth Bank of Australia,Financial Services,Banks - Diversified,2022,6.207,43.558582656864054,0.008796471536955055,16.684422966034212,3.85,15.243799459421444,0.1247461448578905,2.1722071167923724,0.04068981894167825,158208360937.33887,1215260000000.0,94.6182632446289
WBC,Westpac Banking Corporation,Financial Services,Banks - Diversified,2022,1.599,20.4908351834069,0.005614288334230594,14.383950984980642,1.25,13.268244721279657,0.1736564260627609,1.0353859722861094,0.05891801086264865,72945012519.50098,1014198000000.0,21.215923309326172
GMG,Goodman Group,Real Estate,Real Estate - Diversified,2022,1.832,8.592174094998954,0.1592915399115358,1.3048804247235888,0.3,9.309126300062154,0.1354398014221459,1.9848665999028436,0.017590851518921865,32601036930.08423,21432400000.0,17.054319381713867
MQG,Macquarie Group Limited,Financial Services,Capital Markets,2022,12.717,74.17016258361406,0.011789285929013769,13.857390821356661,6.5,12.206995253800276,0.030944245144998696,2.092975844128371,0.041871634047831785,59777483084.15039,399176000000.0,155.23635864257812
WES,Wesfarmers Limited,Consumer Cyclical,Home Improvement Retail,2022,2.078,7.031655811385381,0.0862454622126068,3.416990352086205,1.8,20.683013211086006,0.4429980565435811,6.1122589906983675,0.04188062483946148,48781939004.76367,27271000000.0,42.97930145263672
FMG,Fortescue Ltd,Basic Materials,Other Industrial Metals & Mining,2022,2.014,5.630797178026952,0.2183964757709251,1.63591813202653,2.07,8.539090918926403,0.21508370044052863,3.0542263496594115,0.12036472877747319,52951122224.04492,28375000000.0,17.197729110717773
ANZ,ANZ Group Holdings Limited,Financial Services,Banks - Diversified,2022,2.5,22.160615216525663,0.00655688482116624,16.351094110028463,1.454302,8.337843322753907,0.12341569581359621,0.9406150552779093,0.06976873724797499,61993116448.20117,1085729000000.0,20.844608306884766
