Ticker,Code,Company,Link,Market Cap,Last trade,Change,%Change,Sector
BND,ASX:GBND,BetaShares Sustainability Leaders Diversified Bond ETF - Currency Hedged (ASX:GBND),https://www.listcorp.com/asx/gbnd/betashares-sustainability-leaders-diversified-bond-etf-currency-hedged,"	363784000",21.07,0,0,Unclassified
PAI,ASX:PAI,Platinum Asia Investments Limited (ASX:PAI),https://www.listcorp.com/asx/pai/platinum-asia-investments-limited,"	360838000",0.975,0,0,Financials
MLX,ASX:MLX,Metals X Limited (ASX:MLX),https://www.listcorp.com/asx/mlx/metals-x,"	358654000",0.4,0,0,Materials
RDY,ASX:RDY,ReadyTech Holdings Limited (ASX:RDY),https://www.listcorp.com/asx/rdy/readytech-holdings-limited,"	352206000",2.93,0,0,Information Technology
HUM,ASX:HUM,Humm Group Limited (ASX:HUM),https://www.listcorp.com/asx/hum/humm-group-limited,"	349150000",0.71,0,0,Financials
AVJ,ASX:AVJ,AVJennings Limited (ASX:AVJ),https://www.listcorp.com/asx/avj/avjennings-limited,"	348919000",0.625,0,0,Consumer Discretionary
SYA,ASX:SYA,Sayona Mining Limited (ASX:SYA),https://www.listcorp.com/asx/sya/sayona-mining,"	346299000",0.03,0,0,Materials
DSE,ASX:DSE,Dropsuite Limited (ASX:DSE),https://www.listcorp.com/asx/dse/dropsuite-limited,"	345676000",4.92,0,0,Information Technology
OFX,ASX:OFX,OFX Group Limited (ASX:OFX),https://www.listcorp.com/asx/ofx/ofx-group-limited,"	345561000",1.44,0,0,Financials
DUR,ASX:DUR,Duratec Limited (ASX:DUR),https://www.listcorp.com/asx/dur/duratec-limited,"	345297000",1.37,0,0,Industrials
100,ASX:F100,BetaShares FTSE 100 ETF (ASX:F100),https://www.listcorp.com/asx/f100/betashares-ftse-100-etf,"	345053000",12.57,0,0,Unclassified
EMI,ASX:SEMI,Global X Semiconductor ETF (ASX:SEMI),https://www.listcorp.com/asx/semi/global-x-semiconductor-etf,"	342867000",16.75,0,0,Unclassified
MAU,ASX:MAU,Magnetic Resources NL (ASX:MAU),https://www.listcorp.com/asx/mau/magnetic-resources,"	342764000",1.285,0,0,Materials
WQG,ASX:WQG,WCM Global Growth Limited (ASX:WQG),https://www.listcorp.com/asx/wqg/wcm-global-growth-limited,"	341588000",1.685,0,0,Financials
HTA,ASX:HTA,Hutchison Telecommunications (Australia) Limited (ASX:HTA),https://www.listcorp.com/asx/hta/hutchison-telecommunications-australia-limited,"	339313000",0.025,0,0,Communication Services
EBR,ASX:EBR,EBR Systems Inc. (ASX:EBR),https://www.listcorp.com/asx/ebr/ebr-systems-inc,"	337883000",0.915,0,0,Health Care
IGL,ASX:IGL,IVE Group Limited (ASX:IGL),https://www.listcorp.com/asx/igl/ive-group-limited,"	334560000",2.16,0,0,Communication Services
ARO,ASX:XARO,Activex Ardea Real Outcome Bond Fund (Managed Fund) (ASX:XARO),https://www.listcorp.com/asx/xaro/activex-ardea-real-outcome-bond-fund-managed-fund,"	331628000",23.75,0,0,Unclassified
MVE,ASX:MVE,Vaneck Vectors S&P/ASX Midcap ETF (ASX:MVE),https://www.listcorp.com/asx/mve/vaneck-vectors-s-and-p-asx-midcap-etf,"	331533000",41.9,0,0,Unclassified
HLO,ASX:HLO,Helloworld Travel Limited (ASX:HLO),https://www.listcorp.com/asx/hlo/helloworld-travel-limited,"	330520000",2.03,0,0,Consumer Discretionary
LUS,ASX:PLUS,VanEck Australian Corporate Bond Plus ETF (ASX:PLUS),https://www.listcorp.com/asx/plus/vaneck-australian-corporate-bond-plus-etf,"	329765000",16.9,0,0,Unclassified
1IF,ASX:L1IF,L1 Capital International Fund (Managed Fund) (ASX:L1IF),https://www.listcorp.com/asx/l1if/l1-capital-international-fund-managed-fund,"	329528000",6.53,0,0,Unclassified
GX1,ASX:AGX1,Antipodes Global Shares (Quoted Managed Fund) (ASX:AGX1),https://www.listcorp.com/asx/agx1/antipodes-global-shares,"	327491000",6.32,0,0,Unclassified
SPZ,ASX:SPZ,Smart Parking Ltd (ASX:SPZ),https://www.listcorp.com/asx/spz/smart-parking,"	326574000",0.935,0,0,Industrials
QLT,ASX:AQLT,BetaShares Australian Quality ETF (ASX:AQLT),https://www.listcorp.com/asx/aqlt/betashares-australian-quality-etf,"	325100000",32.24,0,0,Unclassified
ANG,ASX:ANG,Austin Engineering Ltd (ASX:ANG),https://www.listcorp.com/asx/ang/austin-engineering,"	322475000",0.52,0,0,Industrials
TEC,ASX:ATEC,BetaShares S&P/ASX Australian Technology ETF (ASX:ATEC),https://www.listcorp.com/asx/atec/betashares-s-and-p-asx-australian-technology-etf,"	320404000",31.5,0,0,Unclassified
IHD,ASX:IHD,iShares S&P/ASX Dividend Opportunities ETF (ASX:IHD),https://www.listcorp.com/asx/ihd/ishares-s-and-p-asx-dividend-opportunities-etf,"	318571000",14.76,0,0,Unclassified
PBH,ASX:PBH,Pointsbet Holdings Limited (ASX:PBH),https://www.listcorp.com/asx/pbh/pointsbet-holdings-limited,"	318085000",0.96,0,0,Consumer Discretionary
SKT,ASX:SKT,Sky Network Television Limited (ASX:SKT),https://www.listcorp.com/asx/skt/sky-network-television-limited,"	318029000",2.31,0,0,Communication Services
ACF,ASX:ACF,Acrow Limited (ASX:ACF),https://www.listcorp.com/asx/acf/acrow-limited,"	317836000",1.04,0,0,Industrials
SVR,ASX:SVR,Solvar Limited (ASX:SVR),https://www.listcorp.com/asx/svr/solvar-limited,"	317430000",1.55,0,0,Financials
GDI,ASX:GDI,GDI Property Group (ASX:GDI),https://www.listcorp.com/asx/gdi/gdi-property-group,"	317093000",0.59,0,0,Real Estate
HZN,ASX:HZN,Horizon Oil Limited (ASX:HZN),https://www.listcorp.com/asx/hzn/horizon-oil-limited,"	316934000",0.195,0,0,Energy
HCB,ASX:IHCB,iShares Core Global Corporate Bond (AUD Hedged) ETF (ASX:IHCB),https://www.listcorp.com/asx/ihcb/ishares-core-global-corporate-bond-aud-hedged-etf,"	316576000",92.76,0,0,Unclassified
PSQ,ASX:PSQ,Pacific Smiles Group Limited (ASX:PSQ),https://www.listcorp.com/asx/psq/pacific-smiles-group,"	315167000",1.95,0,0,Health Care
RG8,ASX:RG8,Regal Asian Investments Limited (ASX:RG8),https://www.listcorp.com/asx/rg8/regal-asian-investments-limited,"	315005000",2.04,0,0,Financials
PE1,ASX:PE1,Pengana Private Equity Trust (ASX:PE1),https://www.listcorp.com/asx/pe1/pengana-private-equity-trust,"	314806000",1.135,0,0,Financials
IMR,ASX:IMR,"Imricor Medical Systems, Inc. (ASX:IMR)",https://www.listcorp.com/asx/imr/imricor-medical-systems-inc,"	313404000",1.16,0,0,Health Care
QRE,ASX:QRE,BetaShares Australian Resources Sector ETF (ASX:QRE),https://www.listcorp.com/asx/qre/betashares-australian-resources-sector-etf,"	308460000",7.01,0,0,Unclassified
SBM,ASX:SBM,St Barbara Limited (ASX:SBM),https://www.listcorp.com/asx/sbm/st-barbara-limited,"	307914000",0.34,0,0,Materials
SMI,ASX:SMI,Santana Minerals Limited (ASX:SMI),https://www.listcorp.com/asx/smi/santana-minerals-limited,"	307163000",0.48,0,0,Materials
CVN,ASX:CVN,Carnarvon Energy Limited (ASX:CVN),https://www.listcorp.com/asx/cvn/carnarvon-energy-limited,"	304145000",0.17,0,0,Energy
KSL,ASX:KSL,Kina Securities Limited (ASX:KSL),https://www.listcorp.com/asx/ksl/kina-securities-limited,"	303786000",1.055,0,0,Financials
ALK,ASX:ALK,Alkane Resources Limited (ASX:ALK),https://www.listcorp.com/asx/alk/alkane-resources-limited,"	302771000",0.5,0,0,Materials
WC8,ASX:WC8,Wildcat Resources Limited (ASX:WC8),https://www.listcorp.com/asx/wc8/wildcat-resources-limited,"	299870000",0.23,0,0,Materials
MRE,ASX:MRE,Metrics Real Estate Multi-Strategy Fund (ASX:MRE),https://www.listcorp.com/asx/mre/metrics-real-estate-multi-strategy-fund,"	298290000",1.97,0,0,Unclassified
SFC,ASX:SFC,Schaffer Corporation Limited (ASX:SFC),https://www.listcorp.com/asx/sfc/schaffer-corporation-limited,"	297367000",21.88,0,0,Consumer Discretionary
PIA,ASX:PIA,Pengana International Equities Limited (ASX:PIA),https://www.listcorp.com/asx/pia/pengana-international-equities-limited,"	297034000",1.155,0,0,Financials
AMI,ASX:AMI,Aurelia Metals Limited (ASX:AMI),https://www.listcorp.com/asx/ami/aurelia-metals-limited,"	296024000",0.175,0,0,Materials
PWR,ASX:PWR,Peter Warren Automotive Holdings Limited (ASX:PWR),https://www.listcorp.com/asx/pwr/peter-warren-automotive-holdings-limited,"	295419000",1.715,0,0,Consumer Discretionary
REP,ASX:REP,RAM Essential Services Property Fund (ASX:REP),https://www.listcorp.com/asx/rep/ram-essential-services-property-fund,"	295232000",0.585,0,0,Real Estate
SPY,ASX:SPY,SPDR S&P 500 ETF Trust (ASX:SPY),https://www.listcorp.com/asx/spy/spdr-s-and-p-500-etf-trust,"	294203000",943.24,0,0,Unclassified
BOZ,ASX:BBOZ,BetaShares Australian Equities Strong Bear Hedge Fund (ASX:BBOZ),https://www.listcorp.com/asx/bboz/betashares-australian-equities-strong-bear-hedge-fund,"	292556000",24.62,0,0,Unclassified
BTZ,ASX:RBTZ,Betashares Global Robotics and Artificial Intelligence ETF (ASX:RBTZ),https://www.listcorp.com/asx/rbtz/betashares-global-robotics-and-artificial-intelligence-etf,"	291138000",15.19,0,0,Unclassified
OBL,ASX:OBL,Omni Bridgeway Limited (ASX:OBL),https://www.listcorp.com/asx/obl/omni-bridgeway-limited,"	291062000",1.03,0,0,Financials
ESG,ASX:IESG,iShares Core MSCI Australia ESG Leaders ETF (ASX:IESG),https://www.listcorp.com/asx/iesg/ishares-core-msci-australia-esg-leaders-etf,"	290399000",31.63,0,0,Unclassified
DIV,ASX:WDIV,SPDR S&P Global Dividend Fund (ASX:WDIV),https://www.listcorp.com/asx/wdiv/spdr-s-and-p-global-dividend-fund,"	287836000",20.57,0,0,Unclassified
VEQ,ASX:VEQ,Vanguard FTSE Europe Shares ETF (ASX:VEQ),https://www.listcorp.com/asx/veq/vanguard-ftse-europe-shares-etf,"	286245000",73.81,0,0,Unclassified
JMS,ASX:JMS,Jupiter Mines Limited (ASX:JMS),https://www.listcorp.com/asx/jms/jupiter-mines-limited,"	284273000",0.145,0,0,Materials
RCB,ASX:RCB,Russell Investments Australian Select Corporate Bond ETF (ASX:RCB),https://www.listcorp.com/asx/rcb/russell-investments-australian-select-corporate-bond-etf,"	284211000",20.19,0,0,Unclassified
LPR,ASX:GLPR,iShares Core FTSE Global Property Ex Australia (AUD Hedged) ETF (ASX:GLPR),https://www.listcorp.com/asx/glpr/ishares-core-ftse-global-property-ex-australia-aud-hedged-etf,"	284083000",27.58,0,0,Unclassified
ARU,ASX:ARU,Arafura Rare Earths Limited (ASX:ARU),https://www.listcorp.com/asx/aru/arafura-rare-earths-limited,"	283398000",0.115,0,0,Materials
IMU,ASX:IMU,Imugene Limited (ASX:IMU),https://www.listcorp.com/asx/imu/imugene,"	282656000",0.038,0,0,Health Care
AMA,ASX:AMA,AMA Group Limited (ASX:AMA),https://www.listcorp.com/asx/ama/ama-group-limited,"	282173000",0.059,0,0,Industrials
XHG,ASX:WXHG,SPDR S&P World ex Australia Carbon Control (Hedged) Fund (ASX:WXHG),https://www.listcorp.com/asx/wxhg/spdr-s-and-p-world-ex-australia-carbon-control-hedged-fund,"	280628000",26.46,0,0,Unclassified
PGH,ASX:PGH,Pact Group Holdings Ltd (ASX:PGH),https://www.listcorp.com/asx/pgh/pact-group-holdings-ltd,"	280596000",0.815,0,0,Materials
FID,ASX:FID,Fiducian Group Limited (ASX:FID),https://www.listcorp.com/asx/fid/fiducian-group-limited,"	280151000",8.9,0,0,Financials
LAU,ASX:LAU,Lindsay Australia Limited (ASX:LAU),https://www.listcorp.com/asx/lau/lindsay-australia-limited,"	278634000",0.885,0,0,Industrials
VLC,ASX:VLC,Vanguard MSCI Australian Large Companies Index ETF (ASX:VLC),https://www.listcorp.com/asx/vlc/vanguard-msci-australian-large-companies-index-etf,"	278519000",85.6,0,0,Unclassified
GRR,ASX:GRR,Grange Resources Limited (ASX:GRR),https://www.listcorp.com/asx/grr/grange-resources,"	277761000",0.24,0,0,Materials
STR,ASX:MSTR,Morningstar International Shares Active ETF (Managed Fund) (ASX:MSTR),https://www.listcorp.com/asx/mstr/morningstar-international-shares-active-etf-managed-fund,"	277686000",9.86,0,0,Unclassified
LUE,ASX:VLUE,VanEck MSCI International Value ETF (ASX:VLUE),https://www.listcorp.com/asx/vlue/vaneck-msci-international-value-etf,"	276286000",26.75,0,0,Unclassified
RHI,ASX:RHI,Red Hill Minerals Limited (ASX:RHI),https://www.listcorp.com/asx/rhi/red-hill-minerals-limited,"	273825000",4.29,0,0,Materials
STP,ASX:STP,Step One Clothing Limited (ASX:STP),https://www.listcorp.com/asx/stp/step-one-clothing-limited,"	271524000",1.465,0,0,Consumer Discretionary
AET,ASX:MAET,Munro Global Growth Fund (ASX:MAET),https://www.listcorp.com/asx/maet/munro-global-growth-fund,"	271131000",6.93,0,0,Unclassified
GDF,ASX:GDF,Garda Property Group (ASX:GDF),https://www.listcorp.com/asx/gdf/garda-property-group,"	270212000",1.235,0,0,Real Estate
AVH,ASX:AVH,"AVITA Medical, Inc. (ASX:AVH)",https://www.listcorp.com/asx/avh/avita-medical-inc.,"	269725000",3.86,0,0,Health Care
AFP,ASX:AFP,AFT Pharmaceuticals Limited (ASX:AFP),https://www.listcorp.com/asx/afp/aft-pharmaceuticals-limited,"	267409000",2.55,0,0,Health Care
XRF,ASX:XRF,XRF Scientific Limited (ASX:XRF),https://www.listcorp.com/asx/xrf/xrf-scientific-limited,"	266758000",1.9,0,0,Industrials
GOV,ASX:GGOV,BetaShares U.S. Treasury Bond 20+ Year ETF - Currency Hedged (ASX:GGOV),https://www.listcorp.com/asx/ggov/betashares-u.s.-treasury-bond-20-year-etf-currency-hedged,"	265379000",14.19,0,0,Unclassified
TCG,ASX:TCG,Turaco Gold Limited (ASX:TCG),https://www.listcorp.com/asx/tcg/turaco-gold-limited,"	263573000",0.32,0,0,Materials
OMH,ASX:OMH,OM Holdings Limited (ASX:OMH),https://www.listcorp.com/asx/omh/om-holdings-limited,"	260527000",0.34,0,0,Materials
WGN,ASX:WGN,Wagners Holding Company Limited (ASX:WGN),https://www.listcorp.com/asx/wgn/wagners-holding-company-limited,"	259694000",1.34,0,0,Materials
RDV,ASX:RDV,Russell Investments High Dividend Australian Shares ETF (ASX:RDV),https://www.listcorp.com/asx/rdv/russell-investments-high-dividend-australian-shares-etf,"	259247000",32.29,0,0,Unclassified
IRE,ASX:WIRE,Global X Copper Miners ETF (ASX:WIRE),https://www.listcorp.com/asx/wire/global-x-copper-miners-etf,"	258282000",13.29,0,0,Unclassified
LGI,ASX:LGI,LGI Limited (ASX:LGI),https://www.listcorp.com/asx/lgi/lgi-limited,"	257545000",2.9,0,0,Utilities
KMD,ASX:KMD,KMD Brands Limited (ASX:KMD),https://www.listcorp.com/asx/kmd/kmd-brands-limited,"	256200000",0.36,0,0,Consumer Discretionary
FND,ASX:FND,Findi Limited (ASX:FND),https://www.listcorp.com/asx/fnd/findi-limited,"	255326000",5.2,0,0,Financials
WAT,ASX:WAT,Waterco Limited (ASX:WAT),https://www.listcorp.com/asx/wat/waterco,"	255305000",7.26,0,0,Consumer Discretionary
URF,ASX:URF,US Masters Residential Property Fund (ASX:URF),https://www.listcorp.com/asx/urf/us-masters-residential-property,"	254058000",0.36,0,0,Real Estate
AGI,ASX:AGI,Ainsworth Game Technology Limited (ASX:AGI),https://www.listcorp.com/asx/agi/ainsworth-game-technology-limited,"	252595000",0.75,0,0,Consumer Discretionary
EGH,ASX:EGH,Eureka Group Holdings Limited (ASX:EGH),https://www.listcorp.com/asx/egh/eureka-group-holdings-limited,"	252386000",0.595,0,0,Real Estate
SEC,ASX:ISEC,iShares Enhanced Cash ETF (ASX:ISEC),https://www.listcorp.com/asx/isec/ishares-enhanced-cash-etf,"	252330000",100.56,0,0,Unclassified
MAX,ASX:UMAX,BetaShares S&P 500 Yield Maximiser Fund (managed fund) (ASX:UMAX),https://www.listcorp.com/asx/umax/betashares-s-and-p-500-yield-maximiser-fund-managed-fund,"	251299000",26.95,0,0,Unclassified
ONE,ASX:ONE,Oneview Healthcare Plc (ASX:ONE),https://www.listcorp.com/asx/one/oneview-healthcare-plc,"	250580000",0.335,0,0,Health Care
SYR,ASX:SYR,Syrah Resources Limited (ASX:SYR),https://www.listcorp.com/asx/syr/syrah-resources-limited,"	248374000",0.24,0,0,Materials
CAY,ASX:CAY,Canyon Resources Limited (ASX:CAY),https://www.listcorp.com/asx/cay/canyon-resources,"	247955000",0.175,0,0,Materials
COR,ASX:ICOR,iShares Core Corporate Bond ETF (ASX:ICOR),https://www.listcorp.com/asx/icor/ishares-core-corporate-bond-etf,"	246826000",95.41,0,0,Unclassified
ECF,ASX:ECF,Elanor Commercial Property Fund (ASX:ECF),https://www.listcorp.com/asx/ecf/elanor-commercial-property-fund,"	246236000",0.605,0,0,Real Estate
CVC,ASX:CVC,CVC Limited (ASX:CVC),https://www.listcorp.com/asx/cvc/cvc-limited,"	244936000",2.1,0,0,Financials
CVW,ASX:CVW,Clearview Wealth Limited (ASX:CVW),https://www.listcorp.com/asx/cvw/clearview-wealth-limited,"	243354000",0.37,0,0,Financials
RAC,ASX:RAC,Race Oncology Limited (ASX:RAC),https://www.listcorp.com/asx/rac/race-oncology-limited,"	243198000",1.4,0,0,Health Care
ARX,ASX:ARX,Aroa Biosurgery Limited (ASX:ARX),https://www.listcorp.com/asx/arx/aroa-biosurgery-limited,"	243155000",0.705,0,0,Health Care
BBN,ASX:BBN,Baby Bunting Group Limited (ASX:BBN),https://www.listcorp.com/asx/bbn/baby-bunting-group-limited,"	242856000",1.8,0,0,Consumer Discretionary
SHA,ASX:SHA,SHAPE Australia Corporation Limited (ASX:SHA),https://www.listcorp.com/asx/sha/shape-australia-corporation-limited,"	238779000",2.86,0,0,Industrials
IXX,ASX:PIXX,Platinum International Fund (Quoted Managed Hedge Fund) (ASX:PIXX),https://www.listcorp.com/asx/pixx/platinum-international-fund-quoted-managed-hedge-fund,"	236328000",4.98,0,0,Unclassified
IND,ASX:IIND,BetaShares India Quality ETF (ASX:IIND),https://www.listcorp.com/asx/iind/betashares-india-quality-etf,"	236168000",12.34,0,0,Unclassified
DCO,ASX:VDCO,Vanguard Diversified Conservative Index ETF (ASX:VDCO),https://www.listcorp.com/asx/vdco/vanguard-diversified-conservative-index-etf,"	235871000",54.3,0,0,Unclassified
OBO,ASX:ROBO,Global X ROBO Global Robotics & Automation ETF (ASX:ROBO),https://www.listcorp.com/asx/robo/global-x-robo-global-robotics-and-automation-etf,"	235138000",78.59,0,0,Unclassified
VST,ASX:HVST,BetaShares Australian Dividend Harvester Fund (managed fund) (ASX:HVST),https://www.listcorp.com/asx/hvst/betashares-australian-dividend-harvester-fund,"	234743000",13.71,0,0,Unclassified
EEG,ASX:EEG,Empire Energy Group Limited (ASX:EEG),https://www.listcorp.com/asx/eeg/empire-energy-group-limited,"	233980000",0.23,0,0,Energy
TBR,ASX:TBR,Tribune Resources Ltd (ASX:TBR),https://www.listcorp.com/asx/tbr/tribune-resources,"	233483000",4.45,0,0,Materials
WAX,ASX:WAX,WAM Research Limited (ASX:WAX),https://www.listcorp.com/asx/wax/wam-research,"	233352000",1.135,0,0,Financials
EOS,ASX:EOS,Electro Optic Systems Holdings Limited (ASX:EOS),https://www.listcorp.com/asx/eos/electro-optic-systems-holdings-limited,"	231543000",1.2,0,0,Industrials
SWM,ASX:SWM,Seven West Media Limited (ASX:SWM),https://www.listcorp.com/asx/swm/seven-west-media-limited,"	230871000",0.15,0,0,Communication Services
TTT,ASX:TTT,Titomic Limited (ASX:TTT),https://www.listcorp.com/asx/ttt/titomic-limited,"	230738000",0.18,0,0,Materials
TBN,ASX:TBN,Tamboran Resources Limited (ASX:TBN),https://www.listcorp.com/asx/tbn/tamboran-resources-limited,"	229113000",0.13,0,0,Energy
GVF,ASX:GVF,Staude Capital Global Value Fund Limited (ASX:GVF),https://www.listcorp.com/asx/gvf/staude-capital-global-value-fund-limited,"	229096000",1.31,0,0,Financials
ABA,ASX:ABA,Auswide Bank Ltd (ASX:ABA),https://www.listcorp.com/asx/aba/auswide-bank,"	227923000",4.4,0,0,Financials
OCC,ASX:OCC,Orthocell Limited (ASX:OCC),https://www.listcorp.com/asx/occ/orthocell-limited,"	227317000",0.95,0,0,Health Care
MVB,ASX:MVB,Vaneck Vectors Australian Banks ETF (ASX:MVB),https://www.listcorp.com/asx/mvb/vaneck-vectors-australian-banks-etf,"	225944000",39.83,0,0,Unclassified
3PL,ASX:3PL,3P Learning Limited (ASX:3PL),https://www.listcorp.com/asx/3pl/3p-learning-limited,"	225148000",0.825,0,0,Consumer Discretionary
MHJ,ASX:MHJ,Michael Hill International Limited (ASX:MHJ),https://www.listcorp.com/asx/mhj/michael-hill-international-limited,"	225080000",0.585,0,0,Consumer Discretionary
AVR,ASX:AVR,Anteris Technologies Ltd (ASX:AVR),https://www.listcorp.com/asx/avr/anteris-technologies-ltd,"	222814000",10.54,0,0,Health Care
BRE,ASX:BRE,Brazilian Rare Earths Limited (ASX:BRE),https://www.listcorp.com/asx/bre/brazilian-rare-earths-limited,"	222302000",2.36,0,0,Materials
RGB,ASX:RGB,Russell Investments Australian Government Bond ETF (ASX:RGB),https://www.listcorp.com/asx/rgb/russell-investments-australian-government-bond-etf,"	221310000",19.1,0,0,Unclassified
GOV,ASX:XGOV,VanEck 10+ Year Australian Government Bond ETF (ASX:XGOV),https://www.listcorp.com/asx/xgov/vaneck-10-year-australian-government-bond-etf,"	220982000",51.63,0,0,Unclassified
A1N,ASX:A1N,ARN Media Limited (ASX:A1N),https://www.listcorp.com/asx/a1n/arn-media-limited,"	220701000",0.705,0,0,Communication Services
FRI,ASX:FRI,Finbar Group Limited (ASX:FRI),https://www.listcorp.com/asx/fri/finbar-group-limited,"	220420000",0.81,0,0,Real Estate
SM1,ASX:SM1,Synlait Milk Limited (ASX:SM1),https://www.listcorp.com/asx/sm1/synlait-milk,"	220167000",0.365,0,0,Consumer Staples
SKS,ASX:SKS,SKS Technologies Group Limited (ASX:SKS),https://www.listcorp.com/asx/sks/sks-technologies-group-limited,"	219657000",1.96,0,0,Industrials
RYP,ASX:CRYP,BetaShares Crypto Innovators ETF (ASX:CRYP),https://www.listcorp.com/asx/cryp/betashares-crypto-innovators-etf,"	217872000",8.16,0,0,Unclassified
HSM,ASX:QHSM,VanEck MSCI International Small Companies Quality (AUD Hedged) ETF (ASX:QHSM),https://www.listcorp.com/asx/qhsm/vaneck-msci-international-small-companies-quality-aud-hedged-etf,"	215017000",31.85,0,0,Unclassified
VYS,ASX:VYS,Vysarn Limited (ASX:VYS),https://www.listcorp.com/asx/vys/vysarn-limited,"	214740000",0.415,0,0,Materials
MEI,ASX:MEI,Meteoric Resources NL (ASX:MEI),https://www.listcorp.com/asx/mei/meteoric-resources,"	213780000",0.093,0,0,Materials
SGI,ASX:ESGI,VanEck MSCI International Sustainable Equity ETF (ASX:ESGI),https://www.listcorp.com/asx/esgi/vaneck-msci-international-sustainable-equity-etf,"	212094000",37.43,0,0,Unclassified
DUG,ASX:DUG,DUG Technology Ltd (ASX:DUG),https://www.listcorp.com/asx/dug/dug-technology-ltd,"	212086000",1.575,0,0,Information Technology
D2O,ASX:D2O,Duxton Water Limited (ASX:D2O),https://www.listcorp.com/asx/d2o/duxton-water-limited,"	211293000",1.35,0,0,Utilities
LGL,ASX:LGL,Lynch Group Holdings Limited (ASX:LGL),https://www.listcorp.com/asx/lgl/lynch-group-holdings-limited,"	211174000",1.73,0,0,Consumer Staples
4DX,ASX:4DX,4DMedical Limited (ASX:4DX),https://www.listcorp.com/asx/4dx/4dmedical-limited,"	209729000",0.51,0,0,Health Care
HHY,ASX:IHHY,iShares Global High Yield Bond (AUD Hedged) ETF (ASX:IHHY),https://www.listcorp.com/asx/ihhy/ishares-global-high-yield-bond-aud-hedged-etf,"	206906000",94,0,0,Unclassified
BTR,ASX:BTR,Brightstar Resources Limited (ASX:BTR),https://www.listcorp.com/asx/btr/brightstar-resources-limited,"	206849000",0.029,0,0,Materials
CTM,ASX:CTM,Centaurus Metals Limited (ASX:CTM),https://www.listcorp.com/asx/ctm/centaurus-metals-limited,"	206131000",0.415,0,0,Materials
3DA,ASX:3DA,Amaero International Ltd (ASX:3DA),https://www.listcorp.com/asx/3da/amaero-international-ltd,"	206098000",0.335,0,0,Industrials
CDM,ASX:CDM,Cadence Capital Limited (ASX:CDM),https://www.listcorp.com/asx/cdm/cadence-capital,"	205284000",0.685,0,0,Financials
WAR,ASX:WAR,WAM Strategic Value Limited (ASX:WAR),https://www.listcorp.com/asx/war/wam-strategic-value-limited,"	203542000",1.13,0,0,Financials
BIS,ASX:BIS,Bisalloy Steel Group Limited (ASX:BIS),https://www.listcorp.com/asx/bis/bisalloy-steel-group-limited,"	203111000",4.24,0,0,Materials
PAR,ASX:PAR,Paradigm Biopharmaceuticals Limited (ASX:PAR),https://www.listcorp.com/asx/par/paradigm-biopharmaceuticals-limited,"	202596000",0.58,0,0,Health Care
MIX,ASX:QMIX,SPDR MSCI World Quality Mix Fund (ASX:QMIX),https://www.listcorp.com/asx/qmix/spdr-msci-world-quality-mix-fund,"	199269000",32.77,0,0,Unclassified
NTU,ASX:NTU,Northern Minerals Limited (ASX:NTU),https://www.listcorp.com/asx/ntu/northern-minerals-limited,"	199169000",0.024,0,0,Materials
CEH,ASX:CEH,Coast Entertainment Holdings Limited (ASX:CEH),https://www.listcorp.com/asx/ceh/coast-entertainment-holdings-limited,"	198598000",0.46,0,0,Consumer Discretionary
FEX,ASX:FEX,Fenix Resources Ltd (ASX:FEX),https://www.listcorp.com/asx/fex/fenix-resources-ltd,"	198170000",0.275,0,0,Materials
DXB,ASX:DXB,Dimerix Limited (ASX:DXB),https://www.listcorp.com/asx/dxb/dimerix-limited,"	198031000",0.355,0,0,Health Care
WMA,ASX:WMA,WAM Alternative Assets Limited (ASX:WMA),https://www.listcorp.com/asx/wma/wam-alternative-assets-limited,"	197154000",1.005,0,0,Financials
CGS,ASX:CGS,Cogstate Limited (ASX:CGS),https://www.listcorp.com/asx/cgs/cogstate-limited,"	196929000",1.14,0,0,Health Care
STK,ASX:STK,Strickland Metals Limited (ASX:STK),https://www.listcorp.com/asx/stk/strickland-metals-limited,"	196460000",0.089,0,0,Materials
ALA,ASX:ALA,Arovella Therapeutics Limited (ASX:ALA),https://www.listcorp.com/asx/ala/arovella-therapeutics-limited,"	195987000",0.185,0,0,Health Care
WIA,ASX:WIA,WIA Gold Limited (ASX:WIA),https://www.listcorp.com/asx/wia/wia-gold-limited,"	195796000",0.145,0,0,Materials
MEK,ASX:MEK,Meeka Metals Limited (ASX:MEK),https://www.listcorp.com/asx/mek/meeka-metals-limited,"	195795000",0.082,0,0,Materials
A1M,ASX:A1M,AIC Mines Limited (ASX:A1M),https://www.listcorp.com/asx/a1m/aic-mines-limited,"	195732000",0.34,0,0,Materials
IMB,ASX:IMB,Intelligent Monitoring Group Limited (ASX:IMB),https://www.listcorp.com/asx/imb/intelligent-monitoring-group-limited,"	195024000",0.55,0,0,Industrials
TZN,ASX:TZN,Terramin Australia Limited (ASX:TZN),https://www.listcorp.com/asx/tzn/terramin-australia-limited,"	194724000",0.092,0,0,Materials
TLG,ASX:TLG,Talga Group Ltd (ASX:TLG),https://www.listcorp.com/asx/tlg/talga-group,"	193148000",0.45,0,0,Materials
